id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,
24488a3eb45f1109,"""== Reversion  ==Why did you revert the page?What didn't you like about my edits? In my view, there was nothing wrong about my edits. Those people are all alumni of the university. I thought the section was too weak and short, compared to entries of other universities like McGill. - Wisdompower  ?receding unsigned comment added by  (talk ?contribs)   Thank you I just wanted to thank you for your excellent anti-vandalism work, and particularly for reverting the vandalism to my talk page yesterday. It was much appreciated.    The Best Halloween Ever! Hi. I saw where you just tagged this for speedy deletion as patent nonsense and was curious as to why you chose that tag. The page is well-written and doesn't appear to be gibberish. XMan  Talkback XMan A barnstar: you deserve it  The Anti-Vandalism Barnstar You've beat me to reverting vandals several times tonight, and when I took a look, I couldn't help but notice the sheer volume of vandalism patrol you've been doing. I think all your hard work deserves a barnstar!    David Bielkheden Why did you revert the last few changes to David Bielkheden article?Seemed right to me.   My mistake, I've rectified it and left a note on the IP's talk.    Emile Durkheim Why have you removed the edit to the suicide section in Emile Durkheim's p page which mentioned that egoistic suicide is also known as egotistical suicide?  This is a productive edit, as many editions/translations refer to only one term and not the other.  Readers should be aware of the relation between the terms.  ?receding unsigned comment added by 192.246.234.74   It's redundant. Egotistic- and egotistical-suicide are the same thing.   That is the point to stating that it is """"also known as"""" the other term.  The words are not the same: egoistic refers more to a general self-centered nature while egotistical refers more to a self-centered way of thinking and speaking.  Look up the terms and you will see that they are not perfect synonyms.  The implications of both terms on the semantics and the basic message of Durkheim's theory is significant.  This information - a matter of 5 words - should be included in Wikipedia's article.  Both are valid terms with different implications.  It would not be the first time a Wikipedia article lists multiple terms for the same thing.According Random House Webster's Unabridged Dictionary they're the same words. 'He performed an egotistic suicide for egotistical reasons', same thing.   Unless that was a typo, you just used exactly the same word twice.  The difference is between EGOISTIC (one 'T') and EGOTISTICAL (two 'T's).  Look up the two words in Merriam-Webster.  ?receding [[Wik",0,0,0,0,0,0,
2448cbfb777b0fcd,What?Harry Poter books opposing Christianity? When did this happen? What's going on?,0,0,0,0,0,0,
2448e57c7c9587f5,XB Machine Could you take a look at the new version of the article?,0,0,0,0,0,0,
24492d1bcdc5033f,"""Hear hear!  It reminded me of Joey trying to sound I-talian.   76 """,0,0,0,0,0,0,
244a5fd866a5d9bc,"""Perjorative and insulting term that should be removed per BIO. Right wingers will object, but they are welcome to their opinions. However, policy is on our side.  (T) Good luck, guys. Peephole is the good guy from the 'other side', as it werebe nice to him. Don't push it into an pro alternative theory side of things, but do NOT let them tar and feather the article for being about someone with views that are grossly unpopular to any pov pushers. And yes, I will happily call them that, and they can't ban over it. Why? Because they use it endlessly. No one should POV push EITHER side. Anyway. Good luck. I'm tired and have more entertaining fights to wage than vs. intractable and unreasonable POV Pushers. Cheers.  (T) """,0,0,0,0,0,0,
244a840de846c297,""" Lead section Should we not mention in the lead section after nuclear prog that He claims that Iran is not interested in developing a nuclear weapon and that he says Iran has an """"inalienable right"""" to produce nuclear fuel? Thanks  """,0,0,0,0,0,0,
244b50f35da0463c,"Hey Jac16888, how very chickenshit of you to take a shot at someone who has been blocked from responding for a week. Feel better about yourself down there in mom's basement you pop-tart sucking shitbag?As for the AV News page, I e-mailed them about your BS actions Adolph Bwilkens Hitler and they asked me to discontinue my efforts on their behalf. Seems they think not being on Wiki is preferred. So basically to all the Nazi mods:GO FUCK YOURSELVES!!!!!!",1,0,1,0,1,0,
244cf8e48570abf9,""" What about the Hillman Minx? I don't see """"Minx"""" as an adjective. It's a noun. Using it to describe a cat seems redundant (""""she's a minx"""" means something like """"she's catty,"""" I thought  """"a minx"""" is some sort of fighting feline). The Hillman Minx car, in the 1950's, was a very small automobile (smaller than a Volkswagen beetle) its name probably meant to suggest that it was sprightly and energetic despite its tiny size and low power (I only know of it that our family owned two of them  a grey one with yellow ear-flaps, and later a red one  the Minx could not go fast, so its driver had to outwit other cars rather than overtaking them...). Perhaps the minx relies more on wit and slyness than on physical strength?  """,0,0,0,0,0,0,
244d60c8bfc1e6f7,"Blocked 3RRDo not erase, do not erase, do not remove, do not remove!!!      Polish friendsLast warning! Blocked 3RRDo not erase, do not erase, do not remove, do not remove!!! Polish friends",0,0,0,0,0,0,
244e4704395d3b21,"I am blocked and am unable to comment over there. They can do what they want, or what FPaS wants at any rate, I have had enough.",0,0,0,0,0,0,
244f7e293aeb1e35,"Ahh, If i quote, it actually going to sound worse.  But hey, that is what you asked.",0,0,0,0,0,0,
245064197b312b3a,You are wasting your time. The Fascists of Wakopedia will never allow anything bad to be written about a Liberal. Jesus you can trash all you want Wakopedia loves when people do that but don't touch a liberal or you will be banned.,0,0,0,0,0,0,
24507e944977b26b,""" Edits It looks that you're the only one who can make edits on telenovelas pages, because you revert everything other users puts. And those users usually puts confirmed information, the same information you put yourself after some time. You always ask for references, but even if you get them, you still delete everything. If you're the person who knows everything and other people are always wrong, I feel like I'm wasting my time putting anything on Wikipedia. So I'm done. And if you're some type of the God on here, you should take a look at Los miserables page, because this poor english with tones of mistakes is really killing me everytime I read it. p.s. I don't care if you gonna get offended and I'm gonna be blocked from edits on Wikipedia for speaking my mind, but at least I feel better now. Have a nice day )   Disambiguation link notification for December 22Hi. Thank you for your recent edits. Wikipedia appreciates your help. We noticed though that when you edited Ana Brenda Contreras, you added a link pointing to the disambiguation page Mujeres Asesinas (check to confirm??ix with Dab solver). Such links are almost always unintended, since a disambiguation page is merely a list of """"Did you mean..."""" article titles. Read the  Join us at the DPL WikiProject.It's OK to remove this message. Also, to stop receiving these messages, follow these . Thanks,   """,0,0,0,0,0,0,
245143cd090dfeb5,"""I wasn't speaking of the Hebrew spellings of Samael verses Samuel but the way the Hebrew name Shemuwel was """"transliterated"""" by the Latin speaking people of Rome to Samuel which is almost the same as Samael. Obviously because the Jews did say that Samael was the patron of Rome so they must have took it to heart and decided to venerate him instead of choosing a true translieration of Shemuwel. I was being funny when I said Latinese. It is still proper English though. I don't have to speak the Queen's English. As far as Sammy Davis Jr was concerned he said before he died that the only reason he joined the church of Satan was """"for the chicks"""". 99.56.174.63  """,0,0,0,0,0,0,
245180d7237b6fc8,"What I consider a fact, I do so on a scientific basis. There's nothing to be gained nowadays by clinching on to the insane idea that the Apollo hoax was for real. It stands in the way of actual moon landings. For now, before we can actually attempt landing something on the moon we have to take the needless detour of explaining to all and sundry how Apollo was a tragic hoax. We could have maybe actually landed people on the moon in the late 80's or something had it not been for the persistent re-circulation of this chunky piece of baloney called the Apollo missions. I rest my case.",0,0,0,0,0,0,
2451f6f8c1b690c9,"(UTC)Things are not this simple. There is much dispute over wheather the US succesfully installed a democracy, since the new government is becoming more and more authoritarian, candidates were banned from recent elections, there have been fraud claims during all 3 elections and many human rights violations have taken place. Also Iraq's status as a US ally (leave alone major US ally) is questionable, due to the strong ties to Iran of many leading Shi'a and Kurdish figures and the growth increasing influence of Muqtada al-Sadr's political party. Also the insurgency is far from quelled, although it's not as deadly as it was around 2006-2007, with at least 4,000 civilians, 900 security forces killed this year it is still one of the most deadly insurgencies on earth.  19:26, 4 January 2011",0,0,0,0,0,0,
245205a3b262e0c8,""" Deletion forest fire Hi there! I was awikiway for a couple days and when I come back I noticed over a dozen pages debating the faults of the deletion process, including two RFCs, deletion of its main page, and scores of proposals of widely varying usefulness. Sounds like a forestfire to me. Should we do something to get all discussion back to a single page, because as it stands now it only serves to aggravate people. adiant_>|< 08:30, August 3, 2005 (UTC)""",0,0,0,0,0,0,
2452984fca1e88d4,hello why are you worried about my page? I just made it. Im not even done bro.,0,0,0,0,0,0,
2454981e80389686,Yes! I m pretty excited for it.,0,0,0,0,0,0,
2454a4ce1ef90f05,""" Please stop. If you continue to violate Wikipedia's neutral point of view policy by adding commentary and your personal analysis into articles, you will be blocked from editing Wikipedia.   Talk """,0,0,0,0,0,0,
2455d3952995c3fc,""", 1 April 2007 (UTC)Well they may joke around but violating a talk page guideline, along with the risk of offending someone (don't worry, you didn't ;-)) is not appropriate for an administrator, in my opinion.   ''April Fool's Day  03:09""",0,0,0,0,0,0,
2456f195c65e9df3,"Fraud played by ZORDANLIGHTER to win his proposed edit in CRITICAL RECEPTION section of Total Siyapaa Dear Huon, kindly un do decision in CRITICAL RECEPTION section of Total Siyapaa because it was based on FRAUD played by  , he misrepresented my edit summary for other protected edit request relating to Controversy section for critical reception protected edit request . He used that summary to show the WP consensus by me but that is not the case. He must also be blocked for playing CHEAT.",0,0,0,0,0,0,
245980004ea5d176,""" Your GA nomination of Katherine RitvoThe article Katherine Ritvo you nominated as a good article has passed ; see Talk:Katherine Ritvo for comments about the article. Well done!  ?oomer!  """,0,0,0,0,0,0,
2459847d55f9e165,Your edit to Live Prayer constitutes vandalism.,0,0,0,0,0,0,
245a6ed2a012befa,"""Never mind, just figured it out. Next question  why encrypt this info at all? ?(?) """,0,0,0,0,0,0,
245b153d66619090,"Thank you for your recent edit to my talk page. But the comment appears to be unconstructive and was reverted. If you wish to experiment with editting please use the Sandbox. And if you ever do lose your virginity, congratulations. Thank you for sharing on Wikipedia and have a lovely day. 75.1.48.21",0,0,0,0,0,0,
245b32abb6bad95c,"He is a convicted murderer. He is no longer an alleged murderer, the trial is over.",0,0,0,0,0,0,
245e3b41e09d2345,YOUR BIASED EDITINGHow you can get away with such shenanigans is anyone's guess. I would suggest you remove that biased link ASAP.,0,0,0,0,0,0,
245e7f9920a803b0,"Socialcasting I see you have edited Socialcasting thats great. Anyhow, I created the discussion page and was wondering if you could help make it a wikified discussion page thanks.",0,0,0,0,0,0,
245e8fe73e94ecc1,"Surely user 59.92.173.134 is a sock puppet As is standard practice with certain users and their preferred admins, the old story is being repeated and I hope it is noticed by neutral administrators who can take both corrective action as well as let contributors like me know if at all anything has been done wrongly or in error otherwise.  The above user has once again like a trained puppet in the hands of his masters, chosen to parrot words passing comments on my contributions rather than discussing the content.  Surely his observations 1(a) no professional standard might be to an extent valid in that I am not a trained in editing in placing the references in article, but certainly I cannot be faulted for getting and sourcing the right references and that too utterly reputable and hence verifiable, completely genuine and original references - I hope original referencing is not dubbed as Original Research, which I do know is not permitted in wikipedia.  Sourcing and repeating the findings of epigraphists, archaeologists of national and international repute (the epigraphists include some international ones too) is somehow being considered wrong and instead of directly discussing the subject (I have of course, placed huge material on this very talk page but that has not been touched at all - but the same source whatsindia.com or K.A.Nilakanta Sastri has been sourced and used in other pages, but different yardstick is being followed by admins with regard to the page on the Cholas.The above user's comment on the standard 1(c) and 2(c)is completely false and is an utter lie for the sources are available both in print and on the web for all to see. Certainly only a blind person could not see and place the sources referred and quoted.I am sure neutral admins will see and intervene in the right manner.",0,0,0,0,0,0,
245ec61ee8b4b9a1,"My article Check out my article, you might like it.",0,0,0,0,0,0,
245f1cece9ca1c26,"Welcome!Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:The five pillars of WikipediaHow to edit a pageHelp pagesTutorialHow to write a great articleManual of StyleI hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!? (Talk)",0,0,0,0,0,0,
245f464244c75156,"""oh and i notice on your on talk page drwhatever you have removed my comments there - calling me """"banned sockpuppet of banned user   """,0,0,0,0,0,0,
245f5a9dc941c30b,"""No problem - you may want to drop those unblock requests off your talk page.  They show up on a task list for admins.  (talk) """,0,0,0,0,0,0,
2461b1a7fb8d3e6e,"""Found something already- Livingstone claiming Holyroyd & Wallace were both in Clockwork Orange here in an Independent article from 21 May 1999.""""My allegations were that a small group of MI5 and MI6 officers conspired to wreck the cease-fire negotiated between the Labour government and the IRA in February 1975""""""""In the years that followed, I submitted more than 300 questions about the """"dirty"""" war in Ireland and after years of denial, 'the government was forced to admit that the intelligence services had engaged in a covert black propaganda campaign, code-named Clockwork Orange'.""""""""Colin Wallace, a former Army intelligence officer who had been one of my two key sources of information, was found to have been framed for manslaughter and was eventually compensated.   'My second source', Captain Fred Holroyd, who worked for MI6, was discredited by being committed to a psychiatric hospital and has never received the compensation that is his due.""""""""The spymaster Peter Wright, of Spycatcher fame, 'makes no mention in his book of the extensive work he undertook in Ireland, yet he was the central figure among the group of MI5 officers trying to bring down the Labour government' [this being the allegation eminating from Holroyd, not Wallace].  I believe that the most likely scenario is that Wright and others directed the murder of Green and the Miami Showband killings in order to deny the minority Labour government the popularity that would have followed from its concluding apeace deal with the IRA.""""This facet of the alledged conspiracy against Wilson isn't currently reflected in the article nor to be fair in the Holroyd article.  Like I said, I will revert next week once I have the book from Holroyd-  then I will be able to quote direct from it and add further details to Holroyds allegations of a conspiracy against Wilson.  Thanks  """,0,0,0,0,0,0,
2462a53e28eecd9e,""" Black Sports Agents Association Firstly, I don't know what you mean, when you say it reads like spam. What I do know is that every single thing that you pointed out is absolutely true and is well documented in Sports Journals/ Books, Magazines, Newsletters, ect.  What is it that makes it sound like spam? Again I'm only trying to understand so please leave out the sarcasm, """"everything else? You guessed it, reads like spam"""". Give the same courtesy you expect. If that is not possible I would ask that you direct me to someone who can. Thanks   """,0,0,0,0,0,0,
2463017b4f242207,"Forgive me, Freddie!",0,0,0,0,0,0,
2464f569ea504970,"""Don't you know by now Garnet that bullying is against policy.  I """"anticipated"""" that you were probably trolling this site, and reading my discussions, although since they were never replied to on my talk page not sure why they would be of interest to you.  Yes, I have spent hours reading the discussion, checking policy, and creating an edit that followed edit policies:  rephrasing, correcting inaccuracies while keeping content, adding more information to make an article more balanced, correcting links & citations.  Perhaps you should read about these  on the """"Editing policy"""" page under the heading """"fixing a problem.""""http://en.wikipedia.org/wiki/Wikipedia:Editing_policyMay I also remind you that if you engage in more edits or reverts that you will be in violation of the 3RR.    """,0,0,0,0,0,0,
24657e647965089a,administrator do you think im ready for becoming an administrator this is 2 year's ago when i asked (  ),0,0,0,0,0,0,
2465d8fdf4997789,"""We cannot make claims about someone's sexuality based on anonymous """"sources."""" Something that personal needs impeccable, highly reliable, scrupulously attributed sourcing.  Neither the Post nor Vice ?hardly The New York Times ?give such sourcing.   """,0,0,0,0,0,0,
246634a59d670df7,Thanks Thanks for defending me; stupid Tessa T_T,1,0,0,0,0,0,
24665f1177872347,You can assume it all you want.  If you put it on Wikipedia it'll be speculation and removed.,0,0,0,0,0,0,
2466f6cb7b63e67d,"That is not me who keeps putting the numbers down to 24,000 cavalry. And unless you can give me concrete evidence that BritishBattles is unreliable (I don't see why it is, it cites secondary sources) I will be continuing to use it. (82.28.237.200  )",0,0,0,0,0,0,
24675ad0fcdc5a67,""" Invitation to comment on article naming you I have decided to write, in my own good time, an article about certain """"recent experiences"""" related to Wikipedia, the nature of which are, or should be, well known to you.I shall assume that your true name is Tim Vickers.In the interest of fairness, and in accordance with journalistic ethics, I shall provide you with a copy of this article, prior to publication, for the purpose of feedback. I shall provide this copy through any channel that you wish (e-mail; surface post); however, I shall not provide this copy via Wikipedia """"User talk.""""  Should you choose to decline this invitation, then I shall simply report this as fact: e.g. """"Tim Vickers declined the author's invitation to comment."""" However, I shall consider the fact of your """"non-response"""" to this invitation as subject for """"fair comment"""" in the article. Leroy W. Demery, Jr.  """,0,0,0,0,0,0,
246799c99541d9a0,""" Comment """"Hey Elaragirl, have you ever edited under a different screen name? Duk """" No. And if you want to make such an assertation, I strongly encourage you to make a request at RFCU. Correctly suggesting I might have been uncivil is one thing. Correctly pointing out that my statement on the ArbCom Election was a direct personal attack is also just fine. Vague accusations of editing under another username, however, is neither constructive, nor corrective. Talk| """,0,0,0,0,0,0,
246954c00822a619,labour hire is pimping,0,0,0,0,0,0,
246a1032cd3c5b06,Grow up you biased child.,1,0,0,0,0,0,
246a4bbee7a99381,Flattery will get you everywhere. Thanks!  (talk),0,0,0,0,0,0,
246a981c8722da1e,"aircraft assessments The aircraft articles do not BELONG to some self-endorsed sub-group of Wikipedian aircraft enthusiasts.  As another Wikipedian aircraft enthusiast I take exception to individuals tagging articles as poor or indifferent in quality without them taking the trouble to say how they could be improved.  As for vandalism I deny this completely.  What is closer to vandalism is the wanton, careless, lazy, ARBITRARY, unreasoned and unconstructive tagging of the articles.  That's closer to vandalism than the removal of the unwanted and unneeded graffiti I will continue to do.  Fear not:  An assessment accompanied by reasoning will be warmly welcomed by me.",0,0,0,0,0,0,
246b019b7ccaad99,""" Dianetics confusion There seems to be a bit of confusion, or maybe just poorly-constructed passages, about when Dianetics was written and published. The first mention seems to indicate he wrote it in 1950... and that it was then published in 1949. And then later, when it's talking about the """"E-meter"""", it mentions a Dianetics enthusiast inventing it in """"the 1940s"""". - """,0,0,0,0,0,0,
246b1e13aa4ff34e,""" Reverted edit Hi. I recently changed a passage that could be contested to reflect a more neutral stance and it was reverted. Let's reach a compromise on this?The Cave of the Patriarchs is considered to be the spiritual center of the ancient city of Hebron in [the Judean part of what is collectivelly known by the world as the West Bank.] It is called in Hebrew Me-arat Hamachpelah (??? ?): """"The Cave of the 'double' caves or tombs"""", because (according to Jewish tradition) its hidden twin caves are considered to be the burial place of four """"pairs"""" of important Biblical couples: (1) Adam and Eve; (2) Abraham and Sarah; (3) Isaac and Rebekah; (4) Jacob and Leah.The parts placed in square brackets are what I believe is pro-Israel POV... suggested edit:The Cave of the Patriarchs is considered to be the spiritual center of the ancient city of Hebron in the West Bank. It is called in Hebrew Me-arat Hamachpelah (??? ?): """"The Cave of the 'double' caves or tombs"""", because (according to Jewish tradition) its hidden twin caves are considered to be the burial place of four """"pairs"""" of important Biblical couples: (1) Adam and Eve; (2) Abraham and Sarah; (3) Isaac and Rebekah; (4) Jacob and Leah.Sorry I didn't do this before E:""",0,0,0,0,0,0,
246b3978e5c3719a,Bias from wiki editor's(editor Hugzz) please click below:http://en.wikipedia.org/w/index.php?title=Nissan_GT-R&action;=history,0,0,0,0,0,0,
246c459985e2e11a,""" Smile! Smile a little, smile a little, all along the road;Every life must have its burden, every heart its load.Why sit down in gloom and darkness with your grief to sup?As you drink Fate's bitter tonic, smile across the cup.Smile upon the troubled pilgrims whom you pass and meet;Frowns are thorns, and smiles are blossoms, oft for weary feet.Do not make the way seem harder by a sullen face;Smile a little, smile a little, brighten up the place.Smile upon your undone labour; not for one who grievesO'er his task waits wealth or glory; he who smiles achieves.Though you meet with loss and sorrow in the passing years,Smile a little, smile a little... even through your tears!Ella Wheeler WilcoxAww, thank you, dear Ariel! )Mom Phae always lurks in the shadows, in case anyone needs help! ;)Lots of love, and thanks for the beautiful flower!""",0,0,0,0,0,0,
246d7133a830ea4d,"""Please don't yell and bold. I'll do what I can.   |  39 """,0,0,0,0,0,0,
